ID flightNo intDepDate time dayInterval holiday tid price rate
3905 CZ324 20160105 13 2 weekday 1 1530 high
3906 CZ323 20160106 21 3 weekday 1 1450 high
3907 CZ324 20160106 13 3 weekday 1 1530 high
3908 CZ323 20160107 21 4 weekday 1 1450 high
3909 CZ324 20160107 13 4 weekday 1 960 low
3910 CZ323 20160108 21 5 weekend 1 1450 high
3911 CZ324 20160108 13 5 weekend 1 1150 low
3912 CZ323 20160109 21 6 weekend 1 1450 high
3913 CZ324 20160109 13 6 weekend 1 960 low
3914 CZ323 20160110 21 7 weekend 1 1450 high
3915 CZ324 20160110 13 7 weekend 1 1150 low
3916 CZ323 20160111 21 8 weekday 1 1090 low
3917 CZ324 20160111 13 8 weekday 1 1150 low
3918 CZ323 20160112 21 9 weekday 1 910 low
3919 CZ324 20160112 13 9 weekday 1 960 low
3920 CZ323 20160103 21 0 holiday 2 1810 high
3921 CZ324 20160103 13 0 holiday 2 1910 high
3922 CZ323 20160104 21 1 weekday 2 1810 high
3923 CZ324 20160104 13 1 weekday 2 1910 high
3924 CZ323 20160105 21 2 weekday 2 1810 high
3925 CZ324 20160105 13 2 weekday 2 1530 high
3926 CZ323 20160106 21 3 weekday 2 1810 high
3927 CZ324 20160106 13 3 weekday 2 1530 high
3928 CZ323 20160107 21 4 weekday 2 1450 high
3929 CZ324 20160107 13 4 weekday 2 1530 high
3930 CZ323 20160108 21 5 weekend 2 1450 high
3931 CZ324 20160108 13 5 weekend 2 961 low
3932 CZ323 20160109 21 6 weekend 2 1450 high
3933 CZ324 20160109 13 6 weekend 2 960 low
3934 CZ323 20160110 21 7 weekend 2 1450 high
3935 CZ324 20160110 13 7 weekend 2 1150 low
3936 CZ323 20160104 21 0 weekday 1 1810 high
3937 CZ324 20160104 13 0 weekday 1 4390 high
3938 CZ323 20160105 21 1 weekday 1 1810 high
3939 CZ324 20160105 13 1 weekday 1 1530 high
3940 CZ323 20160106 21 2 weekday 1 1810 high
3941 CZ324 20160106 13 2 weekday 1 1530 high
3942 CZ323 20160107 21 3 weekday 1 1450 high
3943 CZ324 20160107 13 3 weekday 1 1530 high
3944 CZ324 20160106 13 2 weekday 2 1530 high
3945 CZ323 20160107 21 3 weekday 2 1810 high
3946 CZ324 20160107 13 3 weekday 2 1530 high
3947 CZ323 20160108 21 4 weekend 2 1450 high
3948 CZ324 20160108 13 4 weekend 2 1530 high
3949 CZ323 20160109 21 5 weekend 2 1450 high
3950 CZ324 20160109 13 5 weekend 2 960 low
3951 CZ323 20160110 21 6 weekend 2 1450 high
3952 CZ324 20160110 13 6 weekend 2 1150 low
3953 CZ323 20160111 21 7 weekday 2 1450 high
3954 CZ324 20160111 13 7 weekday 2 1150 low
3955 CZ323 20160112 21 8 weekday 2 1450 high
3956 CZ324 20160112 13 8 weekday 2 960 low
3957 CZ323 20160113 21 9 weekday 2 1530 high
3958 CZ324 20160113 13 9 weekday 2 960 low
3959 CZ323 20160104 21 0 weekday 3 1910 high
3960 CZ323 20160105 21 1 weekday 3 1810 high
3961 CZ324 20160105 13 1 weekday 3 4390 high
3962 CZ323 20160106 21 2 weekday 3 1810 high
3963 CZ324 20160106 13 2 weekday 3 1530 high
3964 CZ323 20160107 21 3 weekday 3 1810 high
3965 CZ324 20160107 13 3 weekday 3 1530 high
3966 CZ323 20160108 21 4 weekend 3 1450 high
3967 CZ324 20160108 13 4 weekend 3 1530 high
3968 CZ323 20160109 21 5 weekend 3 1450 high
3969 CZ324 20160109 13 5 weekend 3 960 low
3970 CZ323 20160110 21 6 weekend 3 1810 high
3971 CZ324 20160110 13 6 weekend 3 1150 low
3972 CZ323 20160111 21 7 weekday 3 1450 high
3973 CZ324 20160111 13 7 weekday 3 1150 low
3974 CZ323 20160112 21 8 weekday 3 1450 high
3975 CZ324 20160112 13 8 weekday 3 960 low
3976 CZ323 20160113 21 9 weekday 3 1530 high
3977 CZ324 20160113 13 9 weekday 3 960 low
3978 CZ323 20160105 21 0 weekday 0 1810 high
3979 CZ324 20160105 13 0 weekday 0 4390 high
3980 CZ323 20160106 21 1 weekday 0 1810 high
3981 CZ324 20160106 13 1 weekday 0 1530 high
3982 CZ324 20160112 13 7 weekday 0 960 low
3983 CZ323 20160113 21 8 weekday 0 1530 high
3984 CZ324 20160113 13 8 weekday 0 960 low
3985 CZ323 20160114 21 9 weekday 0 1150 low
3986 CZ324 20160114 13 9 weekday 0 960 low
3987 CZ323 20160105 21 0 weekday 1 1810 high
3988 CZ324 20160105 13 0 weekday 1 1910 high
3989 CZ323 20160106 21 1 weekday 1 1810 high
3990 CZ324 20160106 13 1 weekday 1 1530 high
3991 CZ323 20160107 21 2 weekday 1 1810 high
3992 CZ324 20160107 13 2 weekday 1 1530 high
3993 CZ323 20160108 21 3 weekend 1 1450 high
3994 CZ324 20160108 13 3 weekend 1 1530 high
3995 CZ323 20160109 21 4 weekend 1 1450 high
3996 CZ324 20160109 13 4 weekend 1 960 low
3997 CZ323 20160110 21 5 weekend 1 1810 high
3998 CZ324 20160110 13 5 weekend 1 1150 low
3999 CZ323 20160111 21 6 weekday 1 1450 high
4000 CZ324 20160111 13 6 weekday 1 1150 low
4001 CZ323 20160112 21 7 weekday 1 1450 high
4002 CZ324 20160112 13 7 weekday 1 960 low
4003 CZ323 20160113 21 8 weekday 1 1530 high
4004 CZ324 20160113 13 8 weekday 1 960 low
4005 CZ323 20160114 21 9 weekday 1 1150 low
4006 CZ324 20160114 13 9 weekday 1 960 low
4007 CZ323 20160105 21 0 weekday 2 1810 high
4008 CZ324 20160105 13 0 weekday 2 4390 high
4009 CZ323 20160106 21 1 weekday 2 1810 high
4010 CZ324 20160106 13 1 weekday 2 1530 high
4011 CZ323 20160107 21 2 weekday 2 1810 high
4012 CZ324 20160107 13 2 weekday 2 1530 high
4013 CZ323 20160108 21 3 weekend 2 1810 high
4014 CZ324 20160108 13 3 weekend 2 1530 high
4015 CZ323 20160109 21 4 weekend 2 1450 high
4016 CZ324 20160109 13 4 weekend 2 1530 high
4017 CZ323 20160110 21 5 weekend 2 1810 high
4018 CZ324 20160110 13 5 weekend 2 1150 low
4019 CZ323 20160111 21 6 weekday 2 1450 high
4020 CZ324 20160111 13 6 weekday 2 1430 high
4021 CZ323 20160112 21 7 weekday 2 1450 high
4022 CZ324 20160112 13 7 weekday 2 960 low
4023 CZ323 20160113 21 8 weekday 2 1530 high
4024 CZ324 20160113 13 8 weekday 2 960 low
4025 CZ323 20160114 21 9 weekday 2 1530 high
4026 CZ324 20160114 13 9 weekday 2 960 low
4027 CZ323 20160107 21 2 weekday 3 1810 high
4028 CZ324 20160107 13 2 weekday 3 1530 high
4029 CZ323 20160108 21 3 weekend 3 1810 high
4030 CZ324 20160108 13 3 weekend 3 1530 high
4031 CZ323 20160109 21 4 weekend 3 1450 high
4032 CZ324 20160109 13 4 weekend 3 1530 high
4033 CZ323 20160110 21 5 weekend 3 1810 high
4034 CZ324 20160110 13 5 weekend 3 1150 low
4035 CZ323 20160111 21 6 weekday 3 1090 low
4036 CZ324 20160111 13 6 weekday 3 1430 high
4037 CZ323 20160112 21 7 weekday 3 1340 high
4038 CZ324 20160112 13 7 weekday 3 960 low
4039 CZ323 20160113 21 8 weekday 3 1150 low
4040 CZ324 20160113 13 8 weekday 3 1150 low
4041 CZ323 20160114 21 9 weekday 3 1530 high
4042 CZ324 20160114 13 9 weekday 3 960 low
4043 CZ323 20160106 21 0 weekday 0 1810 high
4044 CZ324 20160106 13 0 weekday 0 1910 high
4045 CZ323 20160107 21 1 weekday 0 1810 high
4046 CZ324 20160107 13 1 weekday 0 1530 high
4047 CZ323 20160108 21 2 weekend 0 1810 high
4048 CZ324 20160108 13 2 weekend 0 1530 high
4049 CZ323 20160109 21 3 weekend 0 1450 high
4050 CZ324 20160109 13 3 weekend 0 1530 high
4051 CZ323 20160110 21 4 weekend 0 1810 high
4052 CZ324 20160110 13 4 weekend 0 1150 low
4053 CZ323 20160111 21 5 weekday 0 1450 high
4054 CZ324 20160111 13 5 weekday 0 1340 high
4055 CZ323 20160112 21 6 weekday 0 1450 high
4056 CZ324 20160112 13 6 weekday 0 960 low
4057 CZ323 20160113 21 7 weekday 0 1530 high
4058 CZ324 20160113 13 7 weekday 0 1150 low
4059 CZ323 20160114 21 8 weekday 0 1530 high
4060 CZ324 20160114 13 8 weekday 0 960 low
4061 CZ323 20160115 21 9 weekend 0 1910 high
4062 CZ324 20160115 13 9 weekend 0 1150 low
4063 CZ323 20160106 21 0 weekday 1 1810 high
4064 CZ324 20160106 13 0 weekday 1 1910 high
4065 CZ323 20160107 21 1 weekday 1 1810 high
4066 CZ324 20160107 13 1 weekday 1 1530 high
4067 CZ323 20160108 21 2 weekend 1 1810 high
4068 CZ324 20160108 13 2 weekend 1 1530 high
4069 CZ323 20160109 21 3 weekend 1 1450 high
4070 CZ324 20160109 13 3 weekend 1 1530 high
4071 CZ323 20160110 21 4 weekend 1 1810 high
4072 CZ324 20160110 13 4 weekend 1 1150 low
4073 CZ323 20160111 21 5 weekday 1 1450 high
4074 CZ324 20160111 13 5 weekday 1 1150 low
4075 CZ323 20160112 21 6 weekday 1 1450 high
4076 CZ324 20160112 13 6 weekday 1 960 low
4077 CZ323 20160113 21 7 weekday 1 1530 high
4078 CZ324 20160113 13 7 weekday 1 960 low
4079 CZ323 20160114 21 8 weekday 1 1530 high
4080 CZ324 20160114 13 8 weekday 1 960 low
4081 CZ323 20160115 21 9 weekend 1 1910 high
4082 CZ324 20160115 13 9 weekend 1 1150 low
4083 CZ323 20160106 21 0 weekday 2 1810 high
4084 CZ324 20160106 13 0 weekday 2 1910 high
4085 CZ323 20160107 21 1 weekday 2 1810 high
4086 CZ324 20160107 13 1 weekday 2 1530 high
4087 CZ323 20160108 21 2 weekend 2 1810 high
4088 CZ324 20160108 13 2 weekend 2 1530 high
4089 CZ323 20160109 21 3 weekend 2 1810 high
4090 CZ324 20160109 13 3 weekend 2 1530 high
4091 CZ323 20160110 21 4 weekend 2 1810 high
4092 CZ324 20160110 13 4 weekend 2 1530 high
4093 CZ323 20160111 21 5 weekday 2 1450 high
4094 CZ324 20160111 13 5 weekday 2 1530 high
4095 CZ323 20160112 21 6 weekday 2 1450 high
4096 CZ324 20160112 13 6 weekday 2 960 low
4097 CZ323 20160113 21 7 weekday 2 1530 high
4098 CZ324 20160113 13 7 weekday 2 960 low
4099 CZ323 20160114 21 8 weekday 2 1530 high
4100 CZ324 20160114 13 8 weekday 2 960 low
4101 CZ323 20160115 21 9 weekend 2 1910 high
4102 CZ324 20160115 13 9 weekend 2 1150 low
4103 CZ323 20160107 21 1 weekday 3 1810 high
4104 CZ324 20160107 13 1 weekday 3 1530 high
4105 CZ323 20160108 21 2 weekend 3 1810 high
4106 CZ324 20160108 13 2 weekend 3 1530 high
4107 CZ323 20160109 21 3 weekend 3 1810 high
4108 CZ324 20160109 13 3 weekend 3 1530 high
4109 CZ323 20160110 21 4 weekend 3 1810 high
4110 CZ324 20160110 13 4 weekend 3 1720 high
4111 CZ323 20160111 21 5 weekday 3 1450 high
4112 CZ324 20160111 13 5 weekday 3 1530 high
4113 CZ323 20160112 21 6 weekday 3 1450 high
4114 CZ324 20160112 13 6 weekday 3 960 low
4115 CZ323 20160113 21 7 weekday 3 1530 high
4116 CZ324 20160113 13 7 weekday 3 1430 high
4117 CZ323 20160114 21 8 weekday 3 1530 high
4118 CZ324 20160114 13 8 weekday 3 1150 low
4119 CZ323 20160115 21 9 weekend 3 1910 high
4120 CZ324 20160115 13 9 weekend 3 1150 low
4121 CZ323 20160107 21 0 weekday 0 1810 high
4122 CZ324 20160107 13 0 weekday 0 1530 high
4123 CZ323 20160108 21 1 weekend 0 1810 high
4124 CZ324 20160108 13 1 weekend 0 1530 high
4125 CZ323 20160109 21 2 weekend 0 1810 high
4126 CZ324 20160109 13 2 weekend 0 1530 high
4127 CZ323 20160110 21 3 weekend 0 1810 high
4128 CZ324 20160110 13 3 weekend 0 1910 high
4129 CZ323 20160111 21 4 weekday 0 1450 high
4130 CZ324 20160111 13 4 weekday 0 1530 high
4131 CZ323 20160112 21 5 weekday 0 1450 high
4132 CZ324 20160112 13 5 weekday 0 960 low
4133 CZ323 20160113 21 6 weekday 0 1530 high
4134 CZ324 20160113 13 6 weekday 0 1430 high
4135 CZ323 20160114 21 7 weekday 0 1530 high
4136 CZ324 20160114 13 7 weekday 0 1150 low
4137 CZ323 20160115 21 8 weekend 0 1910 high
4138 CZ324 20160115 13 8 weekend 0 1150 low
4139 CZ323 20160116 21 9 weekend 0 1150 low
4140 CZ324 20160116 13 9 weekend 0 1150 low
4141 CZ323 20160107 21 0 weekday 1 1810 high
4142 CZ324 20160107 13 0 weekday 1 1530 high
4143 CZ323 20160108 21 1 weekend 1 1810 high
4144 CZ324 20160108 13 1 weekend 1 1530 high
4145 CZ323 20160109 21 2 weekend 1 1810 high
4146 CZ324 20160109 13 2 weekend 1 1530 high
4147 CZ323 20160110 21 3 weekend 1 1810 high
4148 CZ324 20160110 13 3 weekend 1 1530 high
4149 CZ323 20160111 21 4 weekday 1 1450 high
4150 CZ324 20160111 13 4 weekday 1 1150 low
4151 CZ323 20160112 21 5 weekday 1 1450 high
4152 CZ324 20160112 13 5 weekday 1 960 low
4153 CZ323 20160113 21 6 weekday 1 1530 high
4154 CZ324 20160113 13 6 weekday 1 960 low
4155 CZ323 20160114 21 7 weekday 1 1530 high
4156 CZ324 20160114 13 7 weekday 1 960 low
4157 CZ323 20160115 21 8 weekend 1 1910 high
4158 CZ324 20160115 13 8 weekend 1 1150 low
4159 CZ323 20160116 21 9 weekend 1 1150 low
4160 CZ324 20160116 13 9 weekend 1 1150 low
4161 CZ323 20160107 21 0 weekday 2 1810 high
4162 CZ324 20160107 13 0 weekday 2 1530 high
4163 CZ323 20160108 21 1 weekend 2 1810 high
4164 CZ324 20160108 13 1 weekend 2 1530 high
4165 CZ323 20160109 21 2 weekend 2 1810 high
4166 CZ324 20160109 13 2 weekend 2 1530 high
4167 CZ323 20160110 21 3 weekend 2 1810 high
4168 CZ324 20160110 13 3 weekend 2 1530 high
4169 CZ323 20160111 21 4 weekday 2 1450 high
4170 CZ324 20160111 13 4 weekday 2 1910 high
4171 CZ323 20160112 21 5 weekday 2 1450 high
4172 CZ324 20160112 13 5 weekday 2 960 low
4173 CZ323 20160113 21 6 weekday 2 1530 high
4174 CZ324 20160113 13 6 weekday 2 960 low
4175 CZ323 20160114 21 7 weekday 2 1530 high
4176 CZ324 20160114 13 7 weekday 2 1430 high
4177 CZ323 20160115 21 8 weekend 2 1910 high
4178 CZ324 20160116 13 9 weekend 3 1150 low
4179 CZ323 20160108 21 0 weekend 0 1810 high
4180 CZ324 20160108 13 0 weekend 0 1530 high
4181 CZ323 20160109 21 1 weekend 0 1810 high
4182 CZ324 20160109 13 1 weekend 0 1530 high
4183 CZ323 20160110 21 2 weekend 0 1810 high
4184 CZ324 20160110 13 2 weekend 0 1910 high
4185 CZ323 20160111 21 3 weekday 0 1450 high
4186 CZ324 20160111 13 3 weekday 0 1910 high
4187 CZ323 20160112 21 4 weekday 0 1450 high
4188 CZ324 20160112 13 4 weekday 0 960 low
4189 CZ323 20160113 21 5 weekday 0 1530 high
4190 CZ324 20160113 13 5 weekday 0 1530 high
4191 CZ323 20160114 21 6 weekday 0 1530 high
4192 CZ324 20160114 13 6 weekday 0 1530 high
4193 CZ323 20160115 21 7 weekend 0 1910 high
4194 CZ324 20160115 13 7 weekend 0 1430 high
4195 CZ323 20160116 21 8 weekend 0 1530 high
4196 CZ324 20160116 13 8 weekend 0 1150 low
4197 CZ323 20160117 21 9 weekend 0 1530 high
4198 CZ324 20160117 13 9 weekend 0 1150 low
4199 CZ323 20160108 21 0 weekend 1 1810 high
4200 CZ324 20160108 13 0 weekend 1 1530 high
4201 CZ323 20160109 21 1 weekend 1 1810 high
4202 CZ324 20160109 13 1 weekend 1 1530 high
4203 CZ323 20160110 21 2 weekend 1 1810 high
4204 CZ324 20160110 13 2 weekend 1 1910 high
4205 CZ323 20160111 21 3 weekday 1 1450 high
4206 CZ324 20160111 13 3 weekday 1 1910 high
4207 CZ323 20160112 21 4 weekday 1 1450 high
4208 CZ324 20160112 13 4 weekday 1 960 low
4209 CZ323 20160113 21 5 weekday 1 1530 high
4210 CZ324 20160113 13 5 weekday 1 1530 high
4211 CZ323 20160114 21 6 weekday 1 1530 high
4212 CZ324 20160114 13 6 weekday 1 1150 low
4213 CZ323 20160115 21 7 weekend 1 1910 high
4214 CZ324 20160115 13 7 weekend 1 1150 low
4215 CZ323 20160116 21 8 weekend 1 1530 high
4216 CZ324 20160116 13 8 weekend 1 1150 low
4217 CZ323 20160117 21 9 weekend 1 1530 high
4218 CZ324 20160117 13 9 weekend 1 1150 low
4219 CZ323 20160116 21 8 weekend 2 1530 high
4220 CZ324 20160116 13 8 weekend 2 1150 low
4221 CZ323 20160117 21 9 weekend 2 1530 high
4222 CZ324 20160117 13 9 weekend 2 1150 low
4223 CZ323 20160109 21 1 weekend 3 1810 high
4224 CZ324 20160109 13 1 weekend 3 1530 high
4225 CZ323 20160110 21 2 weekend 3 1810 high
4226 CZ324 20160110 13 2 weekend 3 1910 high
4227 CZ323 20160111 21 3 weekday 3 1810 high
4228 CZ324 20160111 13 3 weekday 3 1910 high
4229 CZ323 20160112 21 4 weekday 3 1450 high
4230 CZ324 20160112 13 4 weekday 3 1720 high
4231 CZ323 20160113 21 5 weekday 3 1530 high
4232 CZ324 20160113 13 5 weekday 3 1720 high
4233 CZ323 20160114 21 6 weekday 3 1530 high
4234 CZ324 20160114 13 6 weekday 3 1530 high
4235 CZ323 20160115 21 7 weekend 3 1910 high
4236 CZ324 20160115 13 7 weekend 3 1340 high
4237 CZ323 20160116 21 8 weekend 3 1530 high
4238 CZ324 20160116 13 8 weekend 3 1150 low
4239 CZ323 20160117 21 9 weekend 3 1530 high
4240 CZ324 20160117 13 9 weekend 3 1430 high
4241 CZ323 20160109 21 0 weekend 0 1810 high
4242 CZ324 20160109 13 0 weekend 0 1530 high
4243 CZ323 20160110 21 1 weekend 0 1810 high
4244 CZ324 20160110 13 1 weekend 0 1910 high
4245 CZ323 20160111 21 2 weekday 0 1810 high
4246 CZ324 20160111 13 2 weekday 0 1910 high
4247 CZ323 20160112 21 3 weekday 0 1450 high
4248 CZ324 20160112 13 3 weekday 0 1720 high
4249 CZ323 20160113 21 4 weekday 0 1530 high
4250 CZ324 20160113 13 4 weekday 0 1720 high
4251 CZ323 20160114 21 5 weekday 0 1530 high
4252 CZ324 20160114 13 5 weekday 0 1430 high
4253 CZ323 20160115 21 6 weekend 0 1910 high
4254 CZ324 20160115 13 6 weekend 0 1430 high
4255 CZ323 20160116 21 7 weekend 0 1530 high
4256 CZ324 20160116 13 7 weekend 0 1150 low
4257 CZ323 20160117 21 8 weekend 0 1530 high
4258 CZ324 20160117 13 8 weekend 0 1340 high
4259 CZ323 20160118 21 9 weekday 0 1150 low
4260 CZ324 20160118 13 9 weekday 0 1150 low
4261 CZ324 20160116 13 7 weekend 2 1150 low
4262 CZ323 20160117 21 8 weekend 2 1530 high
4263 CZ324 20160117 13 8 weekend 2 1150 low
4264 CZ323 20160118 21 9 weekday 2 1150 low
4265 CZ324 20160118 13 9 weekday 2 1150 low
4266 CZ323 20160110 21 1 weekend 3 1810 high
4267 CZ324 20160110 13 1 weekend 3 5350 high
4268 CZ323 20160111 21 2 weekday 3 1810 high
4269 CZ324 20160111 13 2 weekday 3 1910 high
4270 CZ323 20160112 21 3 weekday 3 1810 high
4271 CZ324 20160112 13 3 weekday 3 1720 high
4272 CZ323 20160113 21 4 weekday 3 1530 high
4273 CZ324 20160113 13 4 weekday 3 1910 high
4274 CZ323 20160114 21 5 weekday 3 1530 high
4275 CZ324 20160114 13 5 weekday 3 1720 high
4276 CZ323 20160115 21 6 weekend 3 1910 high
4277 CZ324 20160115 13 6 weekend 3 1430 high
4278 CZ323 20160116 21 7 weekend 3 1530 high
4279 CZ324 20160116 13 7 weekend 3 1430 high
4280 CZ323 20160117 21 8 weekend 3 1530 high
4281 CZ324 20160117 13 8 weekend 3 1150 low
4282 CZ323 20160118 21 9 weekday 3 1150 low
4283 CZ324 20160118 13 9 weekday 3 1150 low
4284 CZ324 20160117 13 7 weekend 1 1150 low
4285 CZ323 20160118 21 8 weekday 1 1150 low
4286 CZ324 20160118 13 8 weekday 1 1150 low
4287 CZ323 20160119 21 9 weekday 1 1340 high
4288 CZ324 20160119 13 9 weekday 1 1150 low
4289 CZ323 20160111 21 0 weekday 0 1810 high
4290 CZ324 20160111 13 0 weekday 0 4390 high
4291 CZ323 20160112 21 1 weekday 0 1810 high
4292 CZ324 20160112 13 1 weekday 0 1720 high
4293 CZ323 20160113 21 2 weekday 0 1910 high
4294 CZ324 20160113 13 2 weekday 0 1430 high
4295 CZ323 20160114 21 3 weekday 0 1910 high
4296 CZ324 20160114 13 3 weekday 0 1530 high
4297 CZ323 20160115 21 4 weekend 0 1910 high
4298 CZ324 20160115 13 4 weekend 0 1430 high
4299 CZ323 20160116 21 5 weekend 0 1530 high
4300 CZ324 20160116 13 5 weekend 0 1430 high
4301 CZ323 20160117 21 6 weekend 0 1530 high
4302 CZ324 20160117 13 6 weekend 0 1150 low
4303 CZ323 20160118 21 7 weekday 0 1150 low
4304 CZ324 20160118 13 7 weekday 0 1150 low
4305 CZ323 20160119 21 8 weekday 0 1340 high
4306 CZ324 20160119 13 8 weekday 0 1150 low
4307 CZ323 20160120 21 9 weekday 0 1430 high
4308 CZ324 20160120 13 9 weekday 0 1150 low
4309 CZ323 20160112 21 1 weekday 3 1810 high
4310 CZ324 20160112 13 1 weekday 3 1720 high
4311 CZ323 20160113 21 2 weekday 3 1910 high
4312 CZ324 20160113 13 2 weekday 3 1910 high
4313 CZ323 20160114 21 3 weekday 3 1910 high
4314 CZ324 20160114 13 3 weekday 3 1910 high
4315 CZ323 20160115 21 4 weekend 3 1910 high
4316 CZ324 20160115 13 4 weekend 3 1720 high
4317 CZ323 20160116 21 5 weekend 3 1530 high
4318 CZ324 20160116 13 5 weekend 3 1430 high
4319 CZ323 20160117 21 6 weekend 3 1530 high
4320 CZ324 20160117 13 6 weekend 3 1530 high
4321 CZ323 20160118 21 7 weekday 3 1150 low
4322 CZ324 20160118 13 7 weekday 3 1150 low
4323 CZ323 20160119 21 8 weekday 3 1530 high
4324 CZ324 20160119 13 8 weekday 3 1150 low
4325 CZ323 20160120 21 9 weekday 3 1430 high
4326 CZ324 20160120 13 9 weekday 3 1150 low
4327 CZ323 20160116 21 4 weekend 2 1530 high
4328 CZ324 20160116 13 4 weekend 2 1430 high
4329 CZ323 20160117 21 5 weekend 2 1530 high
4330 CZ324 20160117 13 5 weekend 2 1530 high
4331 CZ323 20160118 21 6 weekday 2 1150 low
4332 CZ324 20160118 13 6 weekday 2 1150 low
4333 CZ323 20160119 21 7 weekday 2 1530 high
4334 CZ324 20160119 13 7 weekday 2 1150 low
4335 CZ323 20160120 21 8 weekday 2 1430 high
4336 CZ324 20160120 13 8 weekday 2 1150 low
4337 CZ323 20160121 21 9 weekday 2 1530 high
4338 CZ324 20160121 13 9 weekday 2 1340 high
4339 CZ324 20160122 13 9 weekend 1 1530 high
4340 CZ324 20141231 13 9 weekday 2 850 low
4341 CZ323 20141231 21 9 weekday 2 1110 low
4342 CZ324 20141231 13 9 weekday 3 850 low
4343 CZ323 20141231 21 9 weekday 3 1110 low
4344 CZ324 20141231 13 8 weekday 0 825 low
4345 CZ323 20141231 21 8 weekday 0 1190 low
4346 CZ324 20150101 13 9 holiday 0 1700 high
4347 CZ323 20150101 21 9 holiday 0 650 low
4348 CZ324 20141231 13 8 weekday 1 825 low
4349 CZ324 20150101 13 9 holiday 1 1235 high
4350 CZ323 20141231 21 8 weekday 1 1110 low
4351 CZ323 20150101 21 9 holiday 1 650 low
4352 CZ324 20141231 13 8 weekday 2 850 low
4353 CZ323 20141231 21 8 weekday 2 1110 low
4354 CZ324 20150101 13 9 holiday 2 1280 high
4355 CZ323 20150101 21 9 holiday 2 720 low
4356 CZ324 20141231 13 8 weekday 3 850 low
4357 CZ323 20141231 21 8 weekday 3 1110 low
4358 CZ324 20150101 13 9 holiday 3 983 low
4359 CZ323 20150101 21 9 holiday 3 650 low
4360 CZ324 20141231 13 7 weekday 0 1020 low
4361 CZ323 20141231 21 7 weekday 0 1190 low
4362 CZ324 20150101 13 8 holiday 0 850 low
4363 CZ323 20150101 21 8 holiday 0 650 low
4364 CZ324 20150102 13 9 holiday 0 1180 low
4365 CZ323 20150102 21 9 holiday 0 650 low
4366 CZ324 20141231 13 7 weekday 1 790 low
4367 CZ323 20141231 21 7 weekday 1 1188 low
4368 CZ324 20150101 13 8 holiday 1 812 low
4369 CZ323 20150101 21 8 holiday 1 650 low
4370 CZ324 20150102 13 9 holiday 1 1148 low
4371 CZ323 20150102 21 9 holiday 1 650 low
4372 CZ324 20141231 13 7 weekday 2 850 low
4373 CZ323 20141231 21 7 weekday 2 1110 low
4374 CZ324 20150101 13 8 holiday 2 1020 low
4375 CZ323 20150101 21 8 holiday 2 720 low
4376 CZ324 20150102 13 9 holiday 2 770 low
4377 CZ323 20150102 21 9 holiday 2 650 low
4378 CZ324 20141231 13 7 weekday 3 850 low
4379 CZ323 20141231 21 7 weekday 3 1110 low
4380 CZ324 20150101 13 8 holiday 3 680 low
4381 CZ323 20150101 21 8 holiday 3 720 low
4382 CZ324 20150102 13 9 holiday 3 744 low
4383 CZ323 20150102 21 9 holiday 3 720 low
4384 CZ324 20141231 13 6 weekday 0 1020 low
4385 CZ323 20141231 21 6 weekday 0 1190 low
4386 CZ324 20150101 13 7 holiday 0 770 low
4387 CZ323 20150101 21 7 holiday 0 870 low
4388 CZ324 20150102 13 8 holiday 0 744 low
4389 CZ323 20150102 21 8 holiday 0 720 low
4390 CZ324 20150103 13 9 holiday 0 920 low
4391 CZ323 20150103 21 9 holiday 0 850 low
4392 CZ324 20141231 13 6 weekday 1 1020 low
4393 CZ323 20141231 21 6 weekday 1 1102 low
4394 CZ324 20150101 13 7 holiday 1 770 low
4395 CZ323 20150101 21 7 holiday 1 870 low
4396 CZ324 20150102 13 8 holiday 1 680 low
4397 CZ323 20150102 21 8 holiday 1 720 low
4398 CZ324 20150103 13 9 holiday 1 920 low
4399 CZ323 20150103 21 9 holiday 1 850 low
4400 CZ324 20141231 13 6 weekday 2 770 low
4401 CZ323 20141231 21 6 weekday 2 1020 low
4402 CZ324 20150101 13 7 holiday 2 1700 high
4403 CZ323 20150101 21 7 holiday 2 720 low
4404 CZ324 20150102 13 8 holiday 2 680 low
4405 CZ323 20150102 21 8 holiday 2 650 low
4406 CZ324 20150103 13 9 holiday 2 1070 low
4407 CZ323 20150103 21 9 holiday 2 850 low
4408 CZ324 20141231 13 6 weekday 3 680 low
4409 CZ323 20141231 21 6 weekday 3 1020 low
4410 CZ324 20150101 13 7 holiday 3 680 low
4411 CZ323 20150101 21 7 holiday 3 580 low
4412 CZ324 20150102 13 8 holiday 3 680 low
4413 CZ323 20150102 21 8 holiday 3 650 low
4414 CZ324 20150103 13 9 holiday 3 1070 low
4415 CZ323 20150103 21 9 holiday 3 850 low
4416 CZ324 20141231 13 5 weekday 0 680 low
4417 CZ323 20141231 21 5 weekday 0 1020 low
4418 CZ324 20150101 13 6 holiday 0 719 low
4419 CZ323 20150101 21 6 holiday 0 580 low
4420 CZ324 20150102 13 7 holiday 0 711 low
4421 CZ323 20150102 21 7 holiday 0 650 low
4422 CZ324 20150103 13 8 holiday 0 1070 low
4423 CZ323 20150103 21 8 holiday 0 850 low
4424 CZ324 20150104 13 9 weekend 0 932 low
4425 CZ323 20150104 21 9 weekend 0 755 low
